UF;regional;municipio
SC;Coordenadoria Regional de Educação de Florianópolis;São Bonifácio
SC;Coordenadoria Regional de Educação de Florianópolis;São José
SC;Coordenadoria Regional de Educação de Florianópolis;São Pedro de Alcântara
SC;Coordenadoria Regional de Educação de Ibirama;Apiúna
SC;Coordenadoria Regional de Educação de Ibirama;Dona Emma
SC;Coordenadoria Regional de Educação de Ibirama;Ibirama
SC;Coordenadoria Regional de Educação de Ibirama;José Boiteux
SC;Coordenadoria Regional de Educação de Ibirama;Lontras
SC;Coordenadoria Regional de Educação de Ibirama;Presidente Getúlio
SC;Coordenadoria Regional de Educação de Ibirama;Presidente Nereu
SC;Coordenadoria Regional de Educação de Ibirama;Vitor Meirelles
SC;Coordenadoria Regional de Educação de Ibirama;Witmarsum
SC;Coordenadoria Regional de Educação de Itajaí;Balneário Camboriú
SC;Coordenadoria Regional de Educação de Itajaí;Balneário Piçarras
SC;Coordenadoria Regional de Educação de Itajaí;Bombinhas
SC;Coordenadoria Regional de Educação de Itajaí;Camboriú
SC;Coordenadoria Regional de Educação de Itajaí;Itajaí
SC;Coordenadoria Regional de Educação de Itajaí;Itapema
SC;Coordenadoria Regional de Educação de Itajaí;Navegantes
SC;Coordenadoria Regional de Educação de Itajaí;Penha
SC;Coordenadoria Regional de Educação de Itajaí;Porto Belo
SC;Coordenadoria Regional de Educação de Itapiranga;Iporã do Oeste
SC;Coordenadoria Regional de Educação de Itapiranga;Itapiranga
SC;Coordenadoria Regional de Educação de Itapiranga;Santa Helena
SC;Coordenadoria Regional de Educação de Itapiranga;São João do Oeste
SC;Coordenadoria Regional de Educação de Itapiranga;Tunápolis
SC;Coordenadoria Regional de Educação de Ituporanga;Alfredo Wagner
SC;Coordenadoria Regional de Educação de Ituporanga;Atalanta
SC;Coordenadoria Regional de Educação de Ituporanga;Aurora
SC;Coordenadoria Regional de Educação de Ituporanga;Chapadão do Lageado
SC;Coordenadoria Regional de Educação de Ituporanga;Imbuia
SC;Coordenadoria Regional de Educação de Ituporanga;Ituporanga
SC;Coordenadoria Regional de Educação de Ituporanga;Leoberto Leal
SC;Coordenadoria Regional de Educação de Ituporanga;Petrolândia
SC;Coordenadoria Regional de Educação de Ituporanga;Vidal Ramos
SC;Coordenadoria Regional de Educação de Jaraguá do Sul;Corupá
SC;Coordenadoria Regional de Educação de Jaraguá do Sul;Guaramirim
SC;Coordenadoria Regional de Educação de Jaraguá do Sul;Jaraguá do Sul
SC;Coordenadoria Regional de Educação de Jaraguá do Sul;Massaranduba
SC;Coordenadoria Regional de Educação de Jaraguá do Sul;Schroeder
SC;Coordenadoria Regional de Educação de Joaçaba;Água Doce
SC;Coordenadoria Regional de Educação de Joaçaba;Capinzal
SC;Coordenadoria Regional de Educação de Joaçaba;Catanduvas
SC;Coordenadoria Regional de Educação de Joaçaba;Erval Velho
SC;Coordenadoria Regional de Educação de Joaçaba;Herval d Oeste
SC;Coordenadoria Regional de Educação de Joaçaba;Ibicaré
SC;Coordenadoria Regional de Educação de Joaçaba;Jaborá
SC;Coordenadoria Regional de Educação de Joaçaba;Joaçaba
SC;Coordenadoria Regional de Educação de Joaçaba;Lacerdópolis
SC;Coordenadoria Regional de Educação de Joaçaba;Luzerna
SC;Coordenadoria Regional de Educação de Joaçaba;Ouro
SC;Coordenadoria Regional de Educação de Joaçaba;Treze Tílias
SC;Coordenadoria Regional de Educação de Joaçaba;Vargem Bonita
SC;Coordenadoria Regional de Educação de Joinville;Araquari
SC;Coordenadoria Regional de Educação de Joinville;Balneário Barra do Sul
SC;Coordenadoria Regional de Educação de Joinville;Barra Velha
SC;Coordenadoria Regional de Educação de Joinville;Garuva
SC;Coordenadoria Regional de Educação de Joinville;Itapoá
SC;Coordenadoria Regional de Educação de Joinville;Joinville
SC;Coordenadoria Regional de Educação de Joinville;São Francisco do Sul
SC;Coordenadoria Regional de Educação de Joinville;São João do Itaperiú
SC;Coordenadoria Regional de Educação de Lages;Anita Garibaldi
SC;Coordenadoria Regional de Educação de Lages;Bocaina do Sul
SC;Coordenadoria Regional de Educação de Lages;Campo Belo do Sul
SC;Coordenadoria Regional de Educação de Lages;Capão Alto
SC;Coordenadoria Regional de Educação de Lages;Cerro Negro
SC;Coordenadoria Regional de Educação de Lages;Correia Pinto
SC;Coordenadoria Regional de Educação de Lages;Lages
SC;Coordenadoria Regional de Educação de Lages;Otacílio Costa
SC;Coordenadoria Regional de Educação de Lages;Painel
SC;Coordenadoria Regional de Educação de Lages;Palmeira
SC;Coordenadoria Regional de Educação de Lages;Ponte Alta
SC;Coordenadoria Regional de Educação de Lages;São José do Cerrito
SC;Coordenadoria Regional de Educação de Laguna;Garopaba
SC;Coordenadoria Regional de Educação de Laguna;Imaruí
SC;Coordenadoria Regional de Educação de Laguna;Imbituba
SC;Coordenadoria Regional de Educação de Laguna;Laguna
SC;Coordenadoria Regional de Educação de Laguna;Paulo Lopes
SC;Coordenadoria Regional de Educação de Laguna;Pescaria Brava
SC;Coordenadoria Regional de Educação de Mafra;Itaiópolis
SC;Coordenadoria Regional de Educação de Mafra;Mafra
SC;Coordenadoria Regional de Educação de Mafra;Monte Castelo
SC;Coordenadoria Regional de Educação de Mafra;Papanduva
SC;Coordenadoria Regional de Educação de Maravilha;Bom Jesus do Oeste
SC;Coordenadoria Regional de Educação de Maravilha;Flor do Sertão
SC;Coordenadoria Regional de Educação de Maravilha;Formosa do Sul
SC;Coordenadoria Regional de Educação de Maravilha;Iraceminha
SC;Coordenadoria Regional de Educação de Maravilha;Irati
SC;Coordenadoria Regional de Educação de Maravilha;Jardinópolis
SC;Coordenadoria Regional de Educação de Maravilha;Maravilha
SC;Coordenadoria Regional de Educação de Maravilha;Modelo
SC;Coordenadoria Regional de Educação de Maravilha;Pinhalzinho
SC;Coordenadoria Regional de Educação de Maravilha;Quilombo
SC;Coordenadoria Regional de Educação de Maravilha;Romelândia
SC;Coordenadoria Regional de Educação de Maravilha;Saltinho
SC;Coordenadoria Regional de Educação de Maravilha;Santa Terezinha do Progresso
SC;Coordenadoria Regional de Educação de Maravilha;Santiago do Sul
SC;Coordenadoria Regional de Educação de Maravilha;São Miguel da Boa Vista
SC;Coordenadoria Regional de Educação de Maravilha;Saudades
SC;Coordenadoria Regional de Educação de Maravilha;Serra Alta
SC;Coordenadoria Regional de Educação de Maravilha;Sul Brasil
SC;Coordenadoria Regional de Educação de Maravilha;Tigrinhos
SC;Coordenadoria Regional de Educação de Maravilha;União do Oeste
SC;Coordenadoria Regional de Educação de Palmitos;Águas de Chapecó
SC;Coordenadoria Regional de Educação de Palmitos;Caibi
SC;Coordenadoria Regional de Educação de Palmitos;Cunha Porã
SC;Coordenadoria Regional de Educação de Palmitos;Cunhataí
SC;Coordenadoria Regional de Educação de Palmitos;Mondai
SC;Coordenadoria Regional de Educação de Palmitos;Palmitos
SC;Coordenadoria Regional de Educação de Palmitos;Riqueza
SC;Coordenadoria Regional de Educação de Palmitos;São Carlos
SC;Coordenadoria Regional de Educação de Rio do Sul;Agrolândia
SC;Coordenadoria Regional de Educação de Rio do Sul;Agronômica
SC;Coordenadoria Regional de Educação de Rio do Sul;Braço do Trombudo
SC;Coordenadoria Regional de Educação de Rio do Sul;Laurentino
SC;Coordenadoria Regional de Educação de Rio do Sul;Rio do Oeste
SC;Coordenadoria Regional de Educação de Rio do Sul;Rio do Sul
SC;Coordenadoria Regional de Educação de Rio do Sul;Trombudo Central
SC;Coordenadoria Regional de Educação de São Bento do Sul;Campo Alegre
SC;Coordenadoria Regional de Educação de São Bento do Sul;Rio Negrinho
SC;Coordenadoria Regional de Educação de São Bento do Sul;São Bento do Sul
SC;Coordenadoria Regional de Educação de São Joaquim;Bom Jardim da Serra
SC;Coordenadoria Regional de Educação de São Joaquim;Bom Retiro
SC;Coordenadoria Regional de Educação de São Joaquim;Rio Rufino
SC;Coordenadoria Regional de Educação de São Joaquim;São Joaquim
SC;Coordenadoria Regional de Educação de São Joaquim;Urubici
SC;Coordenadoria Regional de Educação de São Joaquim;Urupema
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;Campo Erê
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;Coronel Martins
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;Galvão
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;Jupiá
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;Novo Horizonte
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;São Bernardino
SC;Coordenadoria Regional de Educação de São Lourenço do Oeste;São Lourenço do Oeste
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Bandeirante
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Barra Bonita
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Belmonte
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Descanso
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Guaraciaba
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;Paraíso
SC;Coordenadoria Regional de Educação de São Miguel do Oeste;São Miguel do Oeste
SC;Coordenadoria Regional de Educação de Seara;Arabutã
SC;Coordenadoria Regional de Educação de Seara;Arvoredo
SC;Coordenadoria Regional de Educação de Seara;Ipumirim
SC;Coordenadoria Regional de Educação de Seara;Itá
SC;Coordenadoria Regional de Educação de Seara;Lindóia do Sul
SC;Coordenadoria Regional de Educação de Seara;Paial
SC;Coordenadoria Regional de Educação de Seara;Seara
SC;Coordenadoria Regional de Educação de Seara;Xavantina
SC;Coordenadoria Regional de Educação de Taió;Mirim Doce
SC;Coordenadoria Regional de Educação de Taió;Pouso Redondo
SC;Coordenadoria Regional de Educação de Taió;Rio do Campo
SC;Coordenadoria Regional de Educação de Taió;Salete
SC;Coordenadoria Regional de Educação de Taió;Santa Terezinha
SC;Coordenadoria Regional de Educação de Taió;Taió
SC;Coordenadoria Regional de Educação de Timbó;Ascurra
SC;Coordenadoria Regional de Educação de Timbó;Benedito Novo
SC;Coordenadoria Regional de Educação de Timbó;Doutor Pedrinho
SC;Coordenadoria Regional de Educação de Timbó;Indaial
SC;Coordenadoria Regional de Educação de Timbó;Rio dos Cedros
SC;Coordenadoria Regional de Educação de Timbó;Rodeio
SC;Coordenadoria Regional de Educação de Timbó;Timbó
SC;Coordenadoria Regional de Educação de Tubarão;Capivari de Baixo
SC;Coordenadoria Regional de Educação de Tubarão;Gravatal
SC;Coordenadoria Regional de Educação de Tubarão;Jaguaruna
SC;Coordenadoria Regional de Educação de Tubarão;Pedras Grandes
SC;Coordenadoria Regional de Educação de Tubarão;Sangão
SC;Coordenadoria Regional de Educação de Tubarão;Treze de Maio
SC;Coordenadoria Regional de Educação de Tubarão;Tubarão
SC;Coordenadoria Regional de Educação de Videira;Arroio Trinta
SC;Coordenadoria Regional de Educação de Videira;Fraiburgo
SC;Coordenadoria Regional de Educação de Videira;Iomerê
SC;Coordenadoria Regional de Educação de Videira;Pinheiro Preto
SC;Coordenadoria Regional de Educação de Videira;Salto Veloso
SC;Coordenadoria Regional de Educação de Videira;Tangará
SC;Coordenadoria Regional de Educação de Videira;Videira
SC;Coordenadoria Regional de Educação de Xanxerê;Abelardo Luz
SC;Coordenadoria Regional de Educação de Xanxerê;Bom Jesus
SC;Coordenadoria Regional de Educação de Xanxerê;Entre Rios
SC;Coordenadoria Regional de Educação de Xanxerê;Faxinal dos Guedes
SC;Coordenadoria Regional de Educação de Xanxerê;Ipuaçu
SC;Coordenadoria Regional de Educação de Xanxerê;Lajeado Grande
SC;Coordenadoria Regional de Educação de Xanxerê;Marema
SC;Coordenadoria Regional de Educação de Xanxerê;Ouro Verde
SC;Coordenadoria Regional de Educação de Xanxerê;Passos Maia
SC;Coordenadoria Regional de Educação de Xanxerê;Ponte Serrada
SC;Coordenadoria Regional de Educação de Xanxerê;São Domingos
SC;Coordenadoria Regional de Educação de Xanxerê;Vargeão
SC;Coordenadoria Regional de Educação de Xanxerê;Xanxerê
SC;Coordenadoria Regional de Educação de Xanxerê;Xaxim
MA;açailandia;açailandia
MA;açailandia;bom jesus das selvas
MA;açailandia;buriticupu
MA;açailandia;cidelandia
MA;açailandia;itinga do maranhao
MA;açailandia;são francisco do brejao
MA;açailandia;são pedro da agua branca
MA;açailandia;vila nova dos martirios
MA;bacabal;altamira do maranhao
MA;bacabal;bacabal
MA;bacabal;bom lugar
MA;bacabal;brejo de areia
MA;bacabal;conceicao do lago acu
MA;bacabal;lago verde
MA;bacabal;olho dagua das cunhas
MA;bacabal;são luiz gonzaga do maranhao
MA;bacabal;vitorino freire
MA;balsas;alto parnaiba
MA;balsas;balsas
MA;balsas;carolina
MA;balsas;feira nova do maranhao
MA;balsas;formosa da serra negra
MA;balsas;fortaleza dos nogueiras
MA;balsas;loreto
MA;balsas;nova colinas
MA;balsas;riachao
MA;balsas;sambaiba
MA;balsas;são felix de balsas
MA;balsas;são pedro dos crentes
MA;balsas;são raimundo das mangabeiras
MA;balsas;tasso fragoso
MA;barra do corda;arame
MA;barra do corda;barra do corda
MA;barra do corda;fernando falcao
MA;barra do corda;grajau
MA;barra do corda;itaipava do grajau
MA;barra do corda;jenipapo dos vieiras
MA;barra do corda;são raimundo do doca bezerra
MA;barra do corda;são roberto
MA;caxias;afonso cunha
MA;caxias;aldeias altas
MA;caxias;caxias
MA;caxias;coelho neto
MA;caxias;duque bacelar
MA;caxias;são joao do soter
MA;chapadinha;agua doce do maranhao
MA;chapadinha;anapurus
MA;chapadinha;araioses
MA;chapadinha;brejo
MA;chapadinha;buriti
MA;chapadinha;chapadinha
MA;chapadinha;magalhaes de almeida
MA;chapadinha;mata roma
MA;chapadinha;milagres do maranhao
MA;chapadinha;paulino neves
MA;chapadinha;santa quiteria do maranhao
MA;chapadinha;santana do maranhao
MA;chapadinha;são bernardo
MA;chapadinha;tutoia
MA;codo;alto alegre do maranhao
MA;codo;codo
MA;codo;coroata
MA;codo;peritoro
MA;codo;são mateus
MA;codo;timbiras
MA;imperatriz;amarante do maranhao
MA;imperatriz;buritirana
MA;imperatriz;campestre do maranhao
MA;imperatriz;davinopolis
MA;imperatriz;estreito
MA;imperatriz;governador edison lobao
MA;imperatriz;governador ribamar fiquene
MA;imperatriz;imperatriz
MA;imperatriz;joao lisboa
MA;imperatriz;lageado novo
MA;imperatriz;montes altos
MA;imperatriz;porto franco
MA;imperatriz;são joao do paraiso
MA;imperatriz;senador la rocque
MA;imperatriz;sitio novo
MA;itapecuru-mirim;anajatuba
MA;itapecuru-mirim;belagua
MA;itapecuru-mirim;cantanhede
MA;itapecuru-mirim;itapecuru-mirim
MA;itapecuru-mirim;matoes do norte
MA;itapecuru-mirim;miranda do norte
MA;itapecuru-mirim;nina rodrigues
MA;itapecuru-mirim;pirapemas
MA;itapecuru-mirim;presidente vargas
MA;itapecuru-mirim;são benedito do rio preto
MA;itapecuru-mirim;urbano santos
MA;itapecuru-mirim;vargem grande
MA;lago da pedra;lago da pedra
MA;lago da pedra;lagoa grande do maranhao
MA;lago da pedra;lago dos rodrigues
MA;lago da pedra;lago do junco
MA;lago da pedra;maraja do sena
MA;lago da pedra;paulo ramos
MA;pedreiras;bernardo do mearim
MA;pedreiras;esperantinopolis
MA;pedreiras;igarape grande
MA;pedreiras;lima campos
MA;pedreiras;pedreiras
MA;pedreiras;pocao de pedras
MA;pedreiras;trizidela do vale
MA;pinheiro;apicum-acu
MA;pinheiro;bacuri
MA;pinheiro;bequimao
MA;pinheiro;cedral
MA;pinheiro;central do maranhao
MA;pinheiro;cururupu
MA;pinheiro;guimaraes
MA;pinheiro;mirinzal
MA;pinheiro;palmeirandia
MA;pinheiro;pedro do rosario
MA;pinheiro;peri-mirim
MA;pinheiro;pinheiro
MA;pinheiro;porto rico do maranhao
MA;pinheiro;presidente sarney
MA;pinheiro;santa helena
MA;pinheiro;serrano do maranhao
MA;pinheiro;turiacu
MA;pinheiro;turilandia
MA;presidente dutra;capinzal do norte
MA;presidente dutra;dom pedro
MA;presidente dutra;fortuna
MA;presidente dutra;goncalves dias
MA;presidente dutra;governador archer
MA;presidente dutra;governador eugenio barros
MA;presidente dutra;governador luis rocha
MA;presidente dutra;graca aranha
MA;presidente dutra;joselandia
MA;presidente dutra;presidente dutra
MA;presidente dutra;santa filomena
MA;presidente dutra;santo antonio dos lopes
MA;presidente dutra;são domingos
MA;presidente dutra;são jose dos basilios
MA;presidente dutra;senador alexandre costa
MA;presidente dutra;tuntum
MA;rosario;axixa
MA;rosario;bacabeira
MA;rosario;barreirinhas
MA;rosario;cachoeira grande
MA;rosario;humberto de campos
MA;rosario;icatu
MA;rosario;morros
MA;rosario;presidente juscelino
MA;rosario;primeira cruz
MA;rosario;rosario
MA;rosario;santa rita
MA;rosario;santo amaro
MA;santa ines;alto alegre do pindare
MA;santa ines;bela vista do maranhao
MA;santa ines;bom jardim
MA;santa ines;igarape do meio
MA;santa ines;moncao
MA;santa ines;pindare
MA;santa ines;pio XII
MA;santa ines;santa ines
MA;santa ines;santa luzia
MA;santa ines;são joao do caru
MA;santa ines;satubinha
MA;santa ines;tufilandia
MA;são joao dos patos;barao de grajau
MA;são joao dos patos;benedito leite
MA;são joao dos patos;buriti bravo
MA;são joao dos patos;colinas
MA;são joao dos patos;jatoba
MA;são joao dos patos;lagoa do mato
MA;são joao dos patos;mirador
MA;são joao dos patos;nova iorque
MA;são joao dos patos;paraibano
MA;são joao dos patos;passagem franca
MA;são joao dos patos;pastos bons
MA;são joao dos patos;são domingos do azeitao
MA;são joao dos patos;são joao dos patos
MA;são joao dos patos;sucupira do norte
MA;são joao dos patos;sucupira do riachao
MA;são luis;alcantara
MA;são luis;paco do lumiar
MA;são luis;raposa
MA;são luis;são jose de ribamar
MA;são luis;são luis
MA;timon;matoes
MA;timon;parnarama
MA;timon;são francisco do maranhao
MA;timon;timon
MA;viana;arari
MA;viana;bacurituba
MA;viana;cajapio
MA;viana;cajari
MA;viana;matinha
MA;viana;olinda nova do maranhao
MA;viana;penalva
MA;viana;são bento
MA;viana;são joao batista
MA;viana;são vicente de ferrer
MA;viana;viana
MA;viana;vitoria do mearim
MA;ze doca;amapa do maranhao
MA;ze doca;araguana
MA;ze doca;boa vista do gurupi
MA;ze doca;candido mendes
MA;ze doca;carutapera
MA;ze doca;centro do guilherme
MA;ze doca;centro novo do maranhao
MA;ze doca;godofredo viana
MA;ze doca;governador newton bello
MA;ze doca;governador nunes freire
MA;ze doca;junco do maranhao
MA;ze doca;luis domingues
MA;ze doca;maracacume
MA;ze doca;maranhaozinho
MA;ze doca;nova olinda do maranhao
MA;ze doca;presidente medice
MA;ze doca;santa luzia do parua
MA;ze doca;ze doca
SE;DEA;Aracaju
SE;DRE01;ARAUA
SE;DRE01;BOQUIM
SE;DRE01;CRISTINAPOLIS
SE;DRE01;ESTANCIA
SE;DRE01;INDIAROBA
SE;DRE01;ITABAIANINHA
SE;DRE01;PEDRINHAS
SE;DRE01;SALGADO
SE;DRE01;SANTA LUZIA DO ITANHY
SE;DRE01;TOMAR DO GERU
SE;DRE01;UMBAUBA
SE;DRE02;LAGARTO
SE;DRE02;POCO VERDE
SE;DRE02;RIACHAO DO DANTAS
SE;DRE02;SIMAO DIAS
SE;DRE02;TOBIAS BARRETO
SE;DRE03;AREIA BRANCA
SE;DRE03;CAMPO DO BRITO
SE;DRE03;CARIRA
SE;DRE03;FREI PAULO
SE;DRE03;ITABAIANA
SE;DRE03;MACAMBIRA
SE;DRE03;MALHADOR
SE;DRE03;MOITA BONITA
SE;DRE03;NOSSA SENHORA APARECIDA
SE;DRE03;PEDRA MOLE
SE;DRE03;PINHAO
SE;DRE03;RIBEIROPOLIS
SE;DRE03;SÃO DOMINGOS
SE;DRE03;SÃO MIGUEL DO ALEIXO
SE;DRE04;CAPELA
SE;DRE04;CARMOPOLIS
SE;DRE04;DIVINA PASTORA
SE;DRE04;GENERAL MAYNARD
SE;DRE04;JAPARATUBA
SE;DRE04;PIRAMBU
SE;DRE04;ROSARIO DO CATETE
SE;DRE04;SANTA ROSA DE LIMA
SE;DRE04;SIRIRI
SE;DRE05;AQUIDABA
SE;DRE05;CUMBE
SE;DRE05;FEIRA NOVA
SE;DRE05;GRACCHO CARDOSO
SE;DRE05;ITABI
SE;DRE05;NOSSA SENHORA DAS DORES
SE;DRE06;AMPARO DE SÃO FRANCISCO
SE;DRE06;BREJO GRANDE
SE;DRE06;CANHOBA
SE;DRE06;CEDRO DE SÃO JOAO
SE;DRE06;ILHA DAS FLORES
SE;DRE06;JAPOATA
SE;DRE06;MALHADA DOS BOIS
SE;DRE06;MURIBECA
SE;DRE06;NEOPOLIS
SE;DRE06;PACATUBA
SE;DRE06;PROPRIA
SE;DRE06;SANTANA DO SÃO FRANCISCO
SE;DRE06;SÃO FRANCISCO
SE;DRE06;TELHA
SE;DRE07;GARARU
SE;DRE07;NOSSA SENHORA DE LOURDES
SE;DRE07;PORTO DA FOLHA
SE;DRE08;BARRA DOS COQUEIROS
SE;DRE08;ITAPORANGA D AJUDA
SE;DRE08;LARANJEIRAS
SE;DRE08;MARUIM
SE;DRE08;NOSSA SENHORA DO SOCORRO
SE;DRE08;RIACHUELO
SE;DRE08;SANTO AMARO DAS BROTAS
SE;DRE08;SÃO CRISTOVAO
SE;DRE09;CANINDE DE SÃO FRANCISCO
SE;DRE09;MONTE ALEGRE DE SERGIPE
SE;DRE09;NOSSA SENHORA DA GLORIA
SE;DRE09;POCO REDONDO
RN;1;natal
RN;1;extremoz
RN;1;macaiba
RN;1;são goncalo do amarante
RN;2;arez
RN;2;baia formosa
RN;2;canguaretama
RN;2;goianinha
RN;2;monte alegre
RN;2;nisia floresta
RN;2;parnamirim
RN;2;são jose de mipibu
RN;2;senador georgino
RN;2;avelino
RN;2;tibau do sul
RN;2;veracruz
RN;2;vila flor
RN;3;boa saude
RN;3;brejinho
RN;3;espirito santo
RN;3;jundia
RN;3;lagoa d'anta
RN;3;lagoa de pedra
RN;3;lagoa salgada
RN;3;montanhas
RN;3;monte das gameleiras
RN;3;nova cruz
RN;3;passa e fica
RN;3;passagem
RN;3;pedro velho
RN;3;santo antonio
RN;3;são jose de campestre
RN;3;serra de são bento
RN;3;serrinha
RN;3;varzea
RN;4;barcelona
RN;4;bom jesus
RN;4;caicara do rio dos ventos
RN;4;ielmo marinho
RN;4;lagoa de velhos
RN;4;riachuelo
RN;4;rui barbosa
RN;4;santa maria
RN;4;são paulo do potengi
RN;4;são pedro
RN;4;são tome
RN;4;senador eloi de souza
RN;4;serra caiada
RN;5;ceara mirim
RN;5;maxaranguape
RN;5;pureza
RN;5;rio do fogo
RN;5;são miguel de touros
RN;5;taipu
RN;5;touros
RN;6;alto do rodrigues
RN;6;galinhos
RN;6;guamaré
RN;6;macau
RN;6;pendencias
RN;7;campo redondo
RN;7;coronel ezequiel
RN;7;jacana
RN;7;japi
RN;7;lajes pintada
RN;7;santa cruz
RN;7;são bento do trairi
RN;7;sitio novo
RN;7;tangara
RN;8;afonso bezerra
RN;8;angicos
RN;8;bodo
RN;8;fernando pedrosa
RN;8;lajes
RN;8;pedro avelino
RN;8;santana do matos
RN;9;acari
RN;9;carnauba dos dantas
RN;9;cerro cora
RN;9;currais novos
RN;9;cruzeta
RN;9;equador
RN;9;florania
RN;9;lagoa nova
RN;9;parelhas
RN;9;santana do serido
RN;9;são vicente
RN;9;tenente laurentino cruz
RN;10;caico
RN;10;ipueira
RN;10;jardim de piranhas
RN;10;jardim do serido
RN;10;jucurutu
RN;10;ouro branco
RN;10;são fernando
RN;10;são joao do sabugi
RN;10;são jose do serido
RN;10;serra negra do norte
RN;10;timbauba dos batistas
RN;11;assu
RN;11;campo grande
RN;11;carnaubais
RN;11;ipanguassu
RN;11;itaja
RN;11;parau
RN;11;são rafael
RN;11;triunfo potiguar
RN;12;areia branca
RN;12;barauna
RN;12;governador dix-sept rosado
RN;12;grossos
RN;12;mossoro
RN;12;serra do mel
RN;12;tibau
RN;12;upanema
RN;13;apodi
RN;13;caraubas
RN;13;felipe de guerra
RN;13;itau
RN;13;rodolfo fernandes
RN;13;severiano melo
RN;13;tabuleiro grande
RN;14;almino afonso
RN;14;antonio martins
RN;14;frutuoso gomes
RN;14;janduis
RN;14;joao dias
RN;14;lucrecia
RN;14;martins
RN;14;messias targino
RN;14;olho dagua dos borges
RN;14;patu
RN;14;rafael godeiro
RN;14;riacho da cruz
RN;14;serrinha dos pintos
RN;14;umarizal
RN;14;vicosa
RN;15;agua nova
RN;15;alexandria
RN;15;coronel joao pessoa
RN;15;doutor severiano
RN;15;encanto
RN;15;francisco dantas
RN;15;jose da penha
RN;15;luiz gomes
RN;15;major sales
RN;15;marcelino vieira
RN;15;parana
RN;15;pau dos ferros
RN;15;piloes
RN;15;portalegre
RN;15;rafael fernandes
RN;15;riacho de santana
RN;15;são francisco do oeste
RN;15;são miguel
RN;15;tenente ananias
RN;15;venha ver
AM;Centro Amazonense;Alvarães
AM;Sudoeste Amazonense;Amaturá
AM;Centro Amazonense;Anamã
AM;Centro Amazonense;Anori
AM;Sul Amazonense;Apuí
AM;Sudoeste Amazonense;Atalaia do Norte
AM;Centro Amazonense;Autazes
AM;Norte Amazonense;Barcelos
AM;Centro Amazonense;Barreirinha
AM;Sudoeste Amazonense;Benjamin Constant
AM;Centro Amazonense;Beruri
AM;Centro Amazonense;Boa Vista do Ramos
AM;Sul Amazonense;Boca do Acre
AM;Sul Amazonense;Borba
AM;Centro Amazonense;Caapiranga
AM;Sul Amazonense;Canutama
AM;Sudoeste Amazonense;Carauari
AM;Centro Amazonense;Careiro
AM;Centro Amazonense;Careiro da Várzea
AM;Centro Amazonense;Coari
AM;Centro Amazonense;Codajás
AM;Sudoeste Amazonense;Eirunepé
AM;Sudoeste Amazonense;Envira
AM;Sudoeste Amazonense;Fonte Boa
AM;Sudoeste Amazonense;Guajará
AM;Sul Amazonense;Humaitá
AM;Sudoeste Amazonense;Ipixuna
AM;Centro Amazonense;Iranduba
AM;Centro Amazonense;Itacoatiara
AM;Sudoeste Amazonense;Itamarati
AM;Centro Amazonense;Itapiranga
AM;Norte Amazonense;Japurá
AM;Sudoeste Amazonense;Juruá
AM;Sudoeste Amazonense;Jutaí
AM;Sul Amazonense;Lábrea
AM;Centro Amazonense;Manacapuru
AM;Centro Amazonense;Manaquiri
AM;Centro Amazonense;Manaus
AM;Sul Amazonense;Manicoré
AM;Norte Amazonense;Maraã
AM;Centro Amazonense;Maués
AM;Centro Amazonense;Nhamundá
AM;Centro Amazonense;Nova Olinda do Norte
AM;Norte Amazonense;Novo Airão
AM;Sul Amazonense;Novo Aripuanã
AM;Centro Amazonense;Parintins
AM;Sul Amazonense;Pauini
AM;Centro Amazonense;Presidente Figueiredo
AM;Centro Amazonense;Rio Preto da Eva
AM;Norte Amazonense;Santa Isabel do Rio Negro
AM;Sudoeste Amazonense;Santo Antônio do Içá
AM;Norte Amazonense;São Gabriel da Cachoeira
AM;Sudoeste Amazonense;São Paulo de Olivença
AM;Centro Amazonense;São Sebastião do Uatumã
AM;Centro Amazonense;Silves
AM;Sudoeste Amazonense;Tabatinga
AM;Sul Amazonense;Tapauá
AM;Centro Amazonense;Tefé
AM;Sudoeste Amazonense;Tonantins
AM;Centro Amazonense;Uarini
AM;Centro Amazonense;Urucará
AM;Centro Amazonense;Urucurituba
