estado_padronizado,municipio_padronizado,UF_CAMPUS,co_uf,no_uf,co_municipio,no_municipio,NOME_CURSO_AJ_2,abaixo_550_abaixo_650,acima_550_abaixo_650,acima_550_acima_650
ESPIRITO SANTO,ALEGRE,ES,32,Espírito Santo,3200201,Alegre,biologia,103,133,33
ESPIRITO SANTO,ALEGRE,ES,32,Espírito Santo,3200201,Alegre,matematica,41,40,9
ESPIRITO SANTO,ARACRUZ,ES,32,Espírito Santo,3200607,Aracruz,quimica,43,16,2
ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,ES,32,Espírito Santo,3201209,Cachoeiro de Itapemirim,matematica,51,40,5
ESPIRITO SANTO,CARIACICA,ES,32,Espírito Santo,3201308,Cariacica,fisica,51,32,2
ESPIRITO SANTO,COLATINA,ES,32,Espírito Santo,3201506,Colatina,pedagogia,56,54,6
ESPIRITO SANTO,NOVA VENECIA,ES,32,Espírito Santo,3203908,Nova Venécia,geografia,39,23,
ESPIRITO SANTO,SANTA TERESA,ES,32,Espírito Santo,3204609,Santa Teresa,biologia,31,39,
ESPIRITO SANTO,SAO MATEUS,ES,32,Espírito Santo,3204906,São Mateus,biologia,80,111,50
ESPIRITO SANTO,SAO MATEUS,ES,32,Espírito Santo,3204906,São Mateus,pedagogia,165,115,5
ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,ES,32,Espírito Santo,3205069,Venda Nova do Imigrante,linguaportuguesa,35,28,6
ESPIRITO SANTO,VILA VELHA,ES,32,Espírito Santo,3205200,Vila Velha,pedagogia,176,114,2
ESPIRITO SANTO,VILA VELHA,ES,32,Espírito Santo,3205200,Vila Velha,quimica,39,53,10
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,artes,124,272,72
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,biologia,122,170,99
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,educacaofisica,710,566,110
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,filosofia,62,146,37
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,fisica,73,160,54
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,geografia,101,262,39
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,historia,71,177,74
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,linguaportuguesa,211,346,169
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,matematica,89,162,79
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,pedagogia,263,184,30
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,quimica,46,105,64
ESPIRITO SANTO,VITORIA,ES,32,Espírito Santo,3205309,Vitória,sociologia,54,118,38
GOIAS,AGUAS LINDAS DE GOIAS,GO,52,Goiás,5200258,Águas Lindas de Goiás,biologia,102,36,2
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,biologia,106,87,6
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,educacaofisica,150,98,11
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,fisica,22,15,2
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,geografia,75,27,
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,historia,34,71,6
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,linguaportuguesa,106,63,3
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,matematica,31,23,3
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,pedagogia,106,53,2
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,quimica,27,6,
GOIAS,CATALAO,GO,52,Goiás,5205109,Catalão,sociologia,59,90,4
GOIAS,CERES,GO,52,Goiás,5205406,Ceres,biologia,27,15,1
GOIAS,CERES,GO,52,Goiás,5205406,Ceres,quimica,11,6,
GOIAS,FORMOSA,GO,52,Goiás,5208004,Formosa,biologia,60,26,3
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,artes,151,287,73
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,biologia,245,413,89
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,educacaofisica,836,466,56
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,filosofia,149,222,17
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,fisica,75,141,34
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,geografia,115,179,25
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,historia,166,323,115
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,linguaportuguesa,313,486,115
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,matematica,106,240,62
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,pedagogia,512,486,71
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,quimica,113,183,32
GOIAS,GOIANIA,GO,52,Goiás,5208707,Goiânia,sociologia,249,298,89
GOIAS,GOIAS,GO,52,Goiás,5208905,Goiás,filosofia,85,89,10
GOIAS,GOIAS,GO,52,Goiás,5208905,Goiás,pedagogia,116,77,4
GOIAS,IPORA,GO,52,Goiás,5210208,Iporá,quimica,2,1,
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,biologia,76,85,7
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,educacaofisica,210,139,9
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,fisica,26,7,
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,geografia,47,22,1
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,historia,55,56,4
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,linguaportuguesa,86,60,
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,matematica,15,12,
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,pedagogia,147,57,3
GOIAS,JATAI,GO,52,Goiás,5211909,Jataí,quimica,32,23,
GOIAS,MORRINHOS,GO,52,Goiás,5213806,Morrinhos,pedagogia,15,6,
GOIAS,MORRINHOS,GO,52,Goiás,5213806,Morrinhos,quimica,5,5,
GOIAS,POSSE,GO,52,Goiás,5218300,Posse,biologia,38,7,
GOIAS,RIO VERDE,GO,52,Goiás,5218805,Rio Verde,biologia,42,15,3
GOIAS,RIO VERDE,GO,52,Goiás,5218805,Rio Verde,quimica,17,7,1
GOIAS,URUTAI,GO,52,Goiás,5221809,Urutaí,biologia,9,8,1
GOIAS,URUTAI,GO,52,Goiás,5221809,Urutaí,educacaofisica,52,10,
GOIAS,URUTAI,GO,52,Goiás,5221809,Urutaí,matematica,4,1,
GOIAS,URUTAI,GO,52,Goiás,5221809,Urutaí,quimica,10,1,
GOIAS,VALPARAISO DE GOIAS,GO,52,Goiás,5221858,Valparaíso de Goiás,matematica,60,43,4
MARANHAO,ACAILANDIA,MA,21,Maranhão,2100055,Açailândia,biologia,200,53,1
MARANHAO,ACAILANDIA,MA,21,Maranhão,2100055,Açailândia,matematica,103,44,
MARANHAO,ACAILANDIA,MA,21,Maranhão,2100055,Açailândia,quimica,129,40,
MARANHAO,BACABAL,MA,21,Maranhão,2101202,Bacabal,biologia,220,72,4
MARANHAO,BACABAL,MA,21,Maranhão,2101202,Bacabal,linguaportuguesa,269,103,
MARANHAO,BACABAL,MA,21,Maranhão,2101202,Bacabal,quimica,116,37,
MARANHAO,BACABAL,MA,21,Maranhão,2101202,Bacabal,sociologia,298,73,1
MARANHAO,CAXIAS,MA,21,Maranhão,2103000,Caxias,biologia,274,82,
MARANHAO,CAXIAS,MA,21,Maranhão,2103000,Caxias,quimica,140,44,1
MARANHAO,CHAPADINHA,MA,21,Maranhão,2103208,Chapadinha,biologia,207,64,1
MARANHAO,CODO,MA,21,Maranhão,2103307,Codó,biologia,169,32,
MARANHAO,CODO,MA,21,Maranhão,2103307,Codó,matematica,105,41,1
MARANHAO,CODO,MA,21,Maranhão,2103307,Codó,quimica,110,27,1
MARANHAO,IMPERATRIZ,MA,21,Maranhão,2105302,Imperatriz,fisica,219,108,6
MARANHAO,IMPERATRIZ,MA,21,Maranhão,2105302,Imperatriz,pedagogia,761,216,5
MARANHAO,PEDREIRAS,MA,21,Maranhão,2108207,Pedreiras,fisica,72,26,
MARANHAO,PINHEIRO,MA,21,Maranhão,2108603,Pinheiro,educacaofisica,504,131,4
MARANHAO,SANTA INES,MA,21,Maranhão,2109908,Santa Inês,fisica,108,39,
MARANHAO,SAO JOAO DOS PATOS,MA,21,Maranhão,2111102,São João dos Patos,matematica,112,13,
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,artes,437,214,11
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,biologia,874,489,49
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,educacaofisica,1549,576,33
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,filosofia,308,143,8
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,fisica,219,175,15
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,geografia,273,159,5
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,historia,434,238,22
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,linguaportuguesa,757,472,44
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,matematica,338,302,15
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,pedagogia,1367,460,13
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,quimica,304,231,7
MARANHAO,SAO LUIS,MA,21,Maranhão,2111300,São Luís,sociologia,243,161,9
MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,MA,21,Maranhão,2111607,São Raimundo das Mangabeiras,biologia,130,7,
MARANHAO,TIMON,MA,21,Maranhão,2112209,Timon,biologia,167,35,
MARANHAO,ZE DOCA,MA,21,Maranhão,2114007,Zé Doca,quimica,117,15,
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,biologia,45,101,47
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,fisica,20,27,6
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,geografia,75,55,6
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,historia,47,96,44
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,linguaportuguesa,58,75,23
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,matematica,18,29,23
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,pedagogia,116,102,17
MINAS GERAIS,ALFENAS,MG,31,Minas Gerais,3101607,Alfenas,sociologia,29,68,49
MINAS GERAIS,ALMENARA,MG,31,Minas Gerais,3101706,Almenara,linguaportuguesa,31,16,1
MINAS GERAIS,ALMENARA,MG,31,Minas Gerais,3101706,Almenara,pedagogia,58,16,
MINAS GERAIS,BAMBUI,MG,31,Minas Gerais,3105103,Bambuí,biologia,29,22,1
MINAS GERAIS,BAMBUI,MG,31,Minas Gerais,3105103,Bambuí,educacaofisica,47,35,1
MINAS GERAIS,BAMBUI,MG,31,Minas Gerais,3105103,Bambuí,fisica,5,2,
MINAS GERAIS,BARBACENA,MG,31,Minas Gerais,3105608,Barbacena,biologia,20,24,1
MINAS GERAIS,BARBACENA,MG,31,Minas Gerais,3105608,Barbacena,educacaofisica,48,33,2
MINAS GERAIS,BARBACENA,MG,31,Minas Gerais,3105608,Barbacena,pedagogia,59,46,1
MINAS GERAIS,BARBACENA,MG,31,Minas Gerais,3105608,Barbacena,quimica,13,9,2
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,artes,122,274,133
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,biologia,711,997,567
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,educacaofisica,803,976,333
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,filosofia,156,263,125
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,fisica,83,186,221
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,geografia,136,323,90
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,historia,220,428,277
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,linguaportuguesa,463,1045,402
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,matematica,107,262,176
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,pedagogia,660,778,165
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,quimica,94,221,169
MINAS GERAIS,BELO HORIZONTE,MG,31,Minas Gerais,3106200,Belo Horizonte,sociologia,145,262,158
MINAS GERAIS,BRASILIA DE MINAS,MG,31,Minas Gerais,3108602,Brasília de Minas,pedagogia,61,19,1
MINAS GERAIS,CAMPANHA,MG,31,Minas Gerais,3110905,Campanha,historia,14,27,3
MINAS GERAIS,CAMPANHA,MG,31,Minas Gerais,3110905,Campanha,pedagogia,24,11,
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,biologia,19,17,1
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,geografia,16,7,2
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,historia,17,20,1
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,linguaportuguesa,29,7,
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,matematica,12,10,3
MINAS GERAIS,CARANGOLA,MG,31,Minas Gerais,3113305,Carangola,pedagogia,39,8,1
MINAS GERAIS,CLAUDIO,MG,31,Minas Gerais,3116605,Cláudio,pedagogia,22,13,
MINAS GERAIS,CONGONHAS,MG,31,Minas Gerais,3118007,Congonhas,fisica,20,5,
MINAS GERAIS,CONGONHAS,MG,31,Minas Gerais,3118007,Congonhas,linguaportuguesa,19,18,
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,biologia,42,36,
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,educacaofisica,185,79,4
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,geografia,31,21,2
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,historia,28,53,11
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,linguaportuguesa,90,73,8
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,pedagogia,80,37,3
MINAS GERAIS,DIAMANTINA,MG,31,Minas Gerais,3121605,Diamantina,quimica,20,17,
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,biologia,32,36,2
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,educacaofisica,108,52,7
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,historia,25,41,8
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,linguaportuguesa,14,25,9
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,matematica,19,19,3
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,pedagogia,80,75,6
MINAS GERAIS,DIVINOPOLIS,MG,31,Minas Gerais,3122306,Divinópolis,quimica,23,30,2
MINAS GERAIS,ESPINOSA,MG,31,Minas Gerais,3124302,Espinosa,linguaportuguesa,27,7,
MINAS GERAIS,ESPINOSA,MG,31,Minas Gerais,3124302,Espinosa,pedagogia,34,14,
MINAS GERAIS,FLORESTAL,MG,31,Minas Gerais,3126000,Florestal,biologia,24,37,5
MINAS GERAIS,FLORESTAL,MG,31,Minas Gerais,3126000,Florestal,educacaofisica,122,86,1
MINAS GERAIS,FLORESTAL,MG,31,Minas Gerais,3126000,Florestal,fisica,14,10,
MINAS GERAIS,FLORESTAL,MG,31,Minas Gerais,3126000,Florestal,matematica,13,22,3
MINAS GERAIS,FLORESTAL,MG,31,Minas Gerais,3126000,Florestal,quimica,11,12,3
MINAS GERAIS,FORMIGA,MG,31,Minas Gerais,3126109,Formiga,matematica,19,9,2
MINAS GERAIS,FRUTAL,MG,31,Minas Gerais,3127107,Frutal,geografia,13,9,
MINAS GERAIS,GOVERNADOR VALADARES,MG,31,Minas Gerais,3127701,Governador Valadares,educacaofisica,114,90,9
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,biologia,27,37,6
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,educacaofisica,115,95,1
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,fisica,12,16,1
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,historia,32,40,2
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,linguaportuguesa,37,50,1
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,matematica,15,23,2
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,pedagogia,108,67,5
MINAS GERAIS,IBIRITE,MG,31,Minas Gerais,3129806,Ibirité,sociologia,21,32,1
MINAS GERAIS,INCONFIDENTES,MG,31,Minas Gerais,3130606,Inconfidentes,biologia,4,4,
MINAS GERAIS,INCONFIDENTES,MG,31,Minas Gerais,3130606,Inconfidentes,historia,3,14,
MINAS GERAIS,INCONFIDENTES,MG,31,Minas Gerais,3130606,Inconfidentes,matematica,4,3,1
MINAS GERAIS,INCONFIDENTES,MG,31,Minas Gerais,3130606,Inconfidentes,pedagogia,13,8,
MINAS GERAIS,ITAJUBA,MG,31,Minas Gerais,3132404,Itajubá,biologia,41,53,9
MINAS GERAIS,ITAJUBA,MG,31,Minas Gerais,3132404,Itajubá,fisica,12,49,9
MINAS GERAIS,ITAJUBA,MG,31,Minas Gerais,3132404,Itajubá,matematica,19,62,17
MINAS GERAIS,ITAJUBA,MG,31,Minas Gerais,3132404,Itajubá,quimica,27,71,20
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,biologia,99,136,18
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,educacaofisica,57,35,3
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,fisica,8,12,
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,geografia,45,19,
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,historia,33,64,4
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,matematica,15,22,4
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,pedagogia,163,61,
MINAS GERAIS,ITUIUTABA,MG,31,Minas Gerais,3134202,Ituiutaba,quimica,23,43,15
MINAS GERAIS,ITURAMA,MG,31,Minas Gerais,3134400,Iturama,biologia,29,16,
MINAS GERAIS,ITURAMA,MG,31,Minas Gerais,3134400,Iturama,quimica,18,7,1
MINAS GERAIS,JANAUBA,MG,31,Minas Gerais,3135100,Janaúba,pedagogia,81,52,
MINAS GERAIS,JANUARIA,MG,31,Minas Gerais,3135209,Januária,biologia,90,19,1
MINAS GERAIS,JANUARIA,MG,31,Minas Gerais,3135209,Januária,educacaofisica,177,32,
MINAS GERAIS,JANUARIA,MG,31,Minas Gerais,3135209,Januária,fisica,47,6,
MINAS GERAIS,JANUARIA,MG,31,Minas Gerais,3135209,Januária,matematica,36,16,2
MINAS GERAIS,JANUARIA,MG,31,Minas Gerais,3135209,Januária,pedagogia,139,34,
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,artes,115,225,86
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,biologia,73,112,57
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,educacaofisica,239,191,54
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,filosofia,34,45,13
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,fisica,20,39,16
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,geografia,93,128,22
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,historia,58,102,43
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,linguaportuguesa,87,84,39
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,matematica,29,63,12
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,pedagogia,170,106,16
MINAS GERAIS,JUIZ DE FORA,MG,31,Minas Gerais,3136702,Juiz de Fora,quimica,32,42,28
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,biologia,56,108,42
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,educacaofisica,227,153,14
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,filosofia,42,50,14
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,fisica,35,23,2
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,linguaportuguesa,78,86,39
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,matematica,27,26,6
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,pedagogia,111,96,17
MINAS GERAIS,LAVRAS,MG,31,Minas Gerais,3138203,Lavras,quimica,24,71,12
MINAS GERAIS,LEOPOLDINA,MG,31,Minas Gerais,3138401,Leopoldina,pedagogia,41,12,2
MINAS GERAIS,MACHADO,MG,31,Minas Gerais,3139003,Machado,biologia,9,13,
MINAS GERAIS,MARIANA,MG,31,Minas Gerais,3140001,Mariana,historia,52,134,59
MINAS GERAIS,MARIANA,MG,31,Minas Gerais,3140001,Mariana,linguaportuguesa,59,111,14
MINAS GERAIS,MARIANA,MG,31,Minas Gerais,3140001,Mariana,pedagogia,110,73,4
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,artes,51,53,11
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,biologia,138,152,46
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,educacaofisica,481,268,18
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,filosofia,54,44,4
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,fisica,36,34,8
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,geografia,99,76,2
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,historia,55,69,13
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,linguaportuguesa,203,193,20
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,matematica,30,53,9
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,pedagogia,192,104,12
MINAS GERAIS,MONTES CLAROS,MG,31,Minas Gerais,3143302,Montes Claros,sociologia,54,48,5
MINAS GERAIS,MURIAE,MG,31,Minas Gerais,3143906,Muriaé,biologia,19,9,1
MINAS GERAIS,MUZAMBINHO,MG,31,Minas Gerais,3144102,Muzambinho,biologia,14,12,1
MINAS GERAIS,MUZAMBINHO,MG,31,Minas Gerais,3144102,Muzambinho,educacaofisica,60,51,1
MINAS GERAIS,OURO BRANCO,MG,31,Minas Gerais,3145901,Ouro Branco,pedagogia,22,26,
MINAS GERAIS,OURO PRETO,MG,31,Minas Gerais,3146107,Ouro Preto,artes,73,130,32
MINAS GERAIS,OURO PRETO,MG,31,Minas Gerais,3146107,Ouro Preto,educacaofisica,136,153,15
MINAS GERAIS,OURO PRETO,MG,31,Minas Gerais,3146107,Ouro Preto,fisica,34,30,8
MINAS GERAIS,OURO PRETO,MG,31,Minas Gerais,3146107,Ouro Preto,geografia,24,24,
MINAS GERAIS,OURO PRETO,MG,31,Minas Gerais,3146107,Ouro Preto,matematica,40,35,12
MINAS GERAIS,PARACATU,MG,31,Minas Gerais,3147006,Paracatu,pedagogia,35,15,1
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,biologia,51,68,18
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,educacaofisica,76,52,5
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,fisica,13,4,
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,historia,20,56,5
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,linguaportuguesa,22,21,1
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,matematica,27,18,2
MINAS GERAIS,PASSOS,MG,31,Minas Gerais,3147907,Passos,pedagogia,56,40,1
MINAS GERAIS,PIRAPORA,MG,31,Minas Gerais,3151206,Pirapora,pedagogia,45,18,
MINAS GERAIS,POCOS DE CALDAS,MG,31,Minas Gerais,3151800,Poços de Caldas,biologia,14,14,1
MINAS GERAIS,POCOS DE CALDAS,MG,31,Minas Gerais,3151800,Poços de Caldas,geografia,8,12,
MINAS GERAIS,POCOS DE CALDAS,MG,31,Minas Gerais,3151800,Poços de Caldas,pedagogia,28,21,1
MINAS GERAIS,POUSO ALEGRE,MG,31,Minas Gerais,3152501,Pouso Alegre,matematica,14,15,1
MINAS GERAIS,POUSO ALEGRE,MG,31,Minas Gerais,3152501,Pouso Alegre,quimica,17,16,2
MINAS GERAIS,RIO PARANAIBA,MG,31,Minas Gerais,3155504,Rio Paranaíba,biologia,37,100,13
MINAS GERAIS,RIO PARANAIBA,MG,31,Minas Gerais,3155504,Rio Paranaíba,quimica,11,34,3
MINAS GERAIS,RIO POMBA,MG,31,Minas Gerais,3155801,Rio Pomba,educacaofisica,34,21,2
MINAS GERAIS,RIO POMBA,MG,31,Minas Gerais,3155801,Rio Pomba,matematica,7,11,
MINAS GERAIS,SALINAS,MG,31,Minas Gerais,3157005,Salinas,biologia,41,19,
MINAS GERAIS,SALINAS,MG,31,Minas Gerais,3157005,Salinas,fisica,8,1,
MINAS GERAIS,SALINAS,MG,31,Minas Gerais,3157005,Salinas,matematica,12,4,
MINAS GERAIS,SALINAS,MG,31,Minas Gerais,3157005,Salinas,pedagogia,41,11,1
MINAS GERAIS,SALINAS,MG,31,Minas Gerais,3157005,Salinas,quimica,6,4,
MINAS GERAIS,SANTA VITORIA,MG,31,Minas Gerais,3159803,Santa Vitória,pedagogia,10,,
MINAS GERAIS,SANTOS DUMONT,MG,31,Minas Gerais,3160702,Santos Dumont,matematica,7,3,1
MINAS GERAIS,SAO FRANCISCO,MG,31,Minas Gerais,3161106,São Francisco,historia,60,20,1
MINAS GERAIS,SAO FRANCISCO,MG,31,Minas Gerais,3161106,São Francisco,matematica,38,9,1
